episode,pacman_reward,ghost_reward,steps,result,epsilon_pacman,epsilon_ghost,loss_pacman,loss_ghost
35,20.5,-15.5,400,cleared,0.9822,0.9822,0.198336,0.300931
36,-23.85,-0.85,397,timeout,0.9817,0.9817,0.191191,0.16876
37,-10.85,7.15,237,caught,0.9812,0.9812,0.229943,0.182733
38,23.0,-13.0,400,cleared,0.9807,0.9807,0.168879,0.223936
39,-9.55,8.45,211,caught,0.9802,0.9802,0.197175,0.547459
40,13.5,-13.5,400,cleared,0.9797,0.9797,0.210295,0.437791
41,15.5,-15.5,400,cleared,0.9792,0.9792,0.2319,0.156276
42,16.5,-16.5,400,cleared,0.9787,0.9787,0.202947,0.195373
43,-6.5,-13.5,400,timeout,0.9782,0.9782,0.21181,0.155862
44,8.6,11.6,148,caught,0.9777,0.9777,0.268634,0.231452
45,2.5,-12.5,400,timeout,0.9773,0.9773,0.216397,0.233643
46,-4.05,3.95,301,timeout,0.9768,0.9768,0.437068,0.174524
47,-26.75,6.25,255,caught,0.9763,0.9763,0.148131,0.148446
48,-3.6,14.4,92,caught,0.9758,0.9758,0.228065,0.185153
49,-8.85,9.15,197,caught,0.9753,0.9753,0.196811,0.145544
50,8.0,-13.0,400,timeout,0.9748,0.9748,0.356548,0.188143
51,-23.35,-0.35,387,timeout,0.9743,0.9743,0.499838,0.30788
52,-13.2,9.8,184,caught,0.9738,0.9738,0.399496,0.670728
53,-18.85,9.15,197,caught,0.9734,0.9734,0.43526,0.391151
54,-9.5,-15.5,400,timeout,0.9729,0.9729,0.338246,0.355708
55,10.5,-15.5,400,cleared,0.9724,0.9724,0.246469,0.492414
56,20.5,-15.5,400,cleared,0.9719,0.9719,0.242637,0.218847
57,16.5,-16.5,400,cleared,0.9714,0.9714,0.227517,0.217369
58,-14.5,-15.5,400,timeout,0.9709,0.9709,0.358205,0.230007
59,7.0,-12.0,400,timeout,0.9704,0.9704,0.232274,0.542328
60,23.0,-13.0,400,cleared,0.97,0.97,0.228596,0.228938
61,-1.0,-14.0,400,timeout,0.9695,0.9695,0.297599,0.328861
62,-10.65,7.35,233,caught,0.969,0.969,0.631365,0.269819
63,21.0,-16.0,400,cleared,0.9685,0.9685,0.195477,0.332041
64,-4.25,13.75,105,caught,0.968,0.968,0.376024,0.140508
65,-12.0,16.0,60,caught,0.9675,0.9675,0.283035,0.16231
66,18.5,-13.5,400,cleared,0.967,0.967,0.299875,0.27736
67,13.0,-13.0,400,cleared,0.9666,0.9666,0.839635,0.216816
68,21.0,-16.0,400,cleared,0.9661,0.9661,0.36351,0.279217
69,-5.0,-15.0,400,timeout,0.9656,0.9656,0.244731,0.309303
70,11.15,4.15,297,cleared,0.9651,0.9651,0.228823,0.284606
71,-1.5,-13.5,400,timeout,0.9646,0.9646,0.230522,0.211256
72,-20.8,7.2,236,caught,0.9641,0.9641,0.218585,0.479351
73,-13.85,14.15,97,caught,0.9637,0.9637,0.430157,0.291879
74,3.95,11.95,141,caught,0.9632,0.9632,0.197201,0.205478
75,13.0,-18.0,400,cleared,0.9627,0.9627,0.201866,0.245713
76,3.65,1.65,347,timeout,0.9622,0.9622,0.342653,0.232552
77,-18.5,9.5,190,caught,0.9617,0.9617,0.431932,1.115988
78,-3.0,-17.0,400,timeout,0.9613,0.9613,0.493035,0.660251
79,-0.05,2.95,321,timeout,0.9608,0.9608,0.33821,0.178648
80,0.2,13.2,116,caught,0.9603,0.9603,0.560635,0.342802
81,-3.4,9.6,188,caught,0.9598,0.9598,0.442398,1.013842
82,0.1,13.1,118,caught,0.9593,0.9593,0.283475,0.46125
83,2.6,10.6,168,caught,0.9589,0.9589,0.374655,0.305764
84,-2.0,-13.0,400,timeout,0.9584,0.9584,0.448064,0.310034
85,-13.75,-0.75,395,timeout,0.9579,0.9579,0.359708,0.294339
86,-6.2,6.8,244,caught,0.9574,0.9574,0.321376,0.320342
87,0.8,13.8,104,caught,0.9569,0.9569,0.321904,0.313385
88,9.5,-14.5,400,timeout,0.9565,0.9565,0.309516,0.380194
89,-3.6,4.4,292,timeout,0.956,0.956,0.391066,0.284321
90,9.0,-14.0,400,timeout,0.9555,0.9555,0.300242,0.484949
91,-10.0,-15.0,400,timeout,0.955,0.955,0.363219,0.429574
92,21.5,-16.5,400,cleared,0.9546,0.9546,0.207634,0.410415
93,-10.95,12.05,139,caught,0.9541,0.9541,0.252279,0.272766
94,16.0,-16.0,400,cleared,0.9536,0.9536,0.360425,0.463854
95,5.1,8.1,218,caught,0.9531,0.9531,0.265111,0.246859
96,9.25,7.25,235,caught,0.9526,0.9526,0.226514,0.490605
97,-13.6,-0.6,392,timeout,0.9522,0.9522,0.259204,0.858818
98,-2.5,-12.5,400,timeout,0.9517,0.9517,0.445878,0.186534
99,24.15,12.15,137,caught,0.9512,0.9512,0.286207,0.582797
100,24.0,-14.0,400,cleared,0.9507,0.9507,0.388446,0.769298
101,3.2,11.2,156,caught,0.9503,0.9503,0.676842,0.306192
102,19.5,-14.5,400,cleared,0.9498,0.9498,0.448227,0.585757
103,-12.8,15.2,76,caught,0.9493,0.9493,1.38737,0.335035
104,-6.8,16.2,56,caught,0.9488,0.9488,0.589669,0.283606
105,13.5,-13.5,400,cleared,0.9484,0.9484,0.322344,1.359538
106,8.0,-18.0,400,timeout,0.9479,0.9479,0.361976,0.453136
107,-10.0,3.0,320,timeout,0.9474,0.9474,0.335989,0.399988
108,-17.0,-13.0,400,timeout,0.9469,0.9469,0.46305,1.017437
109,-11.65,11.35,153,caught,0.9465,0.9465,0.337183,0.323369
110,-23.8,9.2,196,caught,0.946,0.946,1.250394,0.245108
111,-7.5,10.5,170,caught,0.9455,0.9455,0.422348,0.455012
112,-12.5,10.5,170,caught,0.9451,0.9451,0.506317,0.700211
113,3.5,-13.5,400,timeout,0.9446,0.9446,0.282694,1.532607
114,-5.6,12.4,132,caught,0.9441,0.9441,0.321324,0.628002
115,-1.5,-13.5,400,timeout,0.9436,0.9436,0.343547,0.637768
116,9.7,7.7,226,caught,0.9432,0.9432,0.413321,0.427308
117,-13.45,14.55,89,caught,0.9427,0.9427,0.484852,0.402048
118,16.0,-16.0,400,cleared,0.9422,0.9422,0.289312,0.612504
119,6.0,-16.0,400,timeout,0.9418,0.9418,0.908378,0.495691
120,15.3,3.3,314,cleared,0.9413,0.9413,0.367703,0.670422
121,12.5,-12.5,400,cleared,0.9408,0.9408,0.460684,0.243195
122,-19.9,3.1,318,timeout,0.9403,0.9403,0.368707,0.462782
123,-2.85,15.15,77,caught,0.9399,0.9399,0.458832,0.357275
124,-2.6,15.4,72,caught,0.9394,0.9394,0.435715,0.586214
125,-19.85,8.15,217,caught,0.9389,0.9389,0.321455,0.882879
126,-2.75,15.25,75,caught,0.9385,0.9385,0.665184,0.957699
127,-13.45,9.55,189,caught,0.938,0.938,0.860492,0.593597
128,-14.25,8.75,205,caught,0.9375,0.9375,0.607303,1.765871
129,7.9,10.9,162,caught,0.9371,0.9371,0.43818,1.006928
130,6.0,-16.0,400,timeout,0.9366,0.9366,0.577846,1.051952
131,-13.4,4.6,288,timeout,0.9361,0.9361,0.665628,0.429955
132,-11.75,16.25,55,caught,0.9356,0.9356,0.39418,0.904795
133,25.5,-15.5,400,cleared,0.9352,0.9352,0.473288,0.825989
134,-10.9,12.1,138,caught,0.9347,0.9347,0.441157,0.458654
135,1.6,4.6,288,timeout,0.9342,0.9342,0.455696,0.371531
136,-2.25,5.75,265,caught,0.9338,0.9338,0.567669,0.301383
137,-15.1,7.9,222,caught,0.9333,0.9333,0.625977,0.540973
138,25.0,-15.0,400,cleared,0.9328,0.9328,0.599455,0.340742
139,3.0,-13.0,400,timeout,0.9324,0.9324,0.870889,0.701132
140,-6.5,11.5,150,caught,0.9319,0.9319,0.524332,0.666973
141,2.3,15.3,74,caught,0.9314,0.9314,0.468152,0.773621
142,-2.25,15.75,65,caught,0.931,0.931,0.490848,1.061337
143,-14.7,13.3,114,caught,0.9305,0.9305,0.45466,0.78223
144,-6.6,6.4,252,caught,0.93,0.93,0.6271,1.138924
145,-23.7,4.3,294,timeout,0.9296,0.9296,0.347405,0.45971
146,-7.25,15.75,65,caught,0.9291,0.9291,0.457276,1.270681
147,3.0,-13.0,400,timeout,0.9287,0.9287,0.431914,0.455116
148,5.3,13.3,114,caught,0.9282,0.9282,0.407126,0.404543
149,-12.0,-13.0,400,timeout,0.9277,0.9277,0.667381,0.477
150,4.5,-14.5,400,timeout,0.9273,0.9273,0.507262,0.570064
151,-0.8,2.2,336,timeout,0.9268,0.9268,0.554989,0.468335
152,-1.85,16.15,57,caught,0.9263,0.9263,0.434104,1.195033
153,1.0,-16.0,400,timeout,0.9259,0.9259,0.524784,0.703861
154,-6.0,-14.0,400,timeout,0.9254,0.9254,0.43521,0.36393
155,8.0,-13.0,400,timeout,0.9249,0.9249,1.385629,0.811287
156,4.25,12.25,135,caught,0.9245,0.9245,0.50598,0.921285
157,-5.15,7.85,223,caught,0.924,0.924,0.339215,1.576006
158,7.65,10.65,167,caught,0.9236,0.9236,0.386481,0.423686
159,-17.6,0.4,372,timeout,0.9231,0.9231,0.538726,0.641726
160,3.5,-18.5,400,timeout,0.9226,0.9226,0.478661,0.509282
161,-1.6,16.4,52,caught,0.9222,0.9222,0.432713,0.37952
162,24.5,-14.5,400,cleared,0.9217,0.9217,0.524497,1.011483
163,20.0,-15.0,400,cleared,0.9213,0.9213,0.571432,0.367583
164,-21.35,11.65,147,caught,0.9208,0.9208,0.374124,1.190496
165,-0.0,-15.0,400,timeout,0.9203,0.9203,0.459688,1.015474
166,34.0,-14.0,400,cleared,0.9199,0.9199,0.401976,0.812505
167,-7.2,5.8,264,caught,0.9194,0.9194,1.595415,2.045218
168,-15.8,17.2,36,caught,0.919,0.919,0.385833,0.918217
169,1.95,4.95,281,timeout,0.9185,0.9185,0.434292,0.414015
170,16.9,9.9,182,caught,0.918,0.918,0.447477,0.34178
171,3.85,11.85,143,caught,0.9176,0.9176,0.484321,0.592425
172,-2.9,10.1,178,caught,0.9171,0.9171,0.510877,0.877934
173,-14.0,-16.0,400,timeout,0.9167,0.9167,0.56729,0.964094
174,0.5,13.5,110,caught,0.9162,0.9162,0.421295,0.627439
175,2.05,10.05,179,caught,0.9157,0.9157,0.515723,0.409318
176,12.65,5.65,267,caught,0.9153,0.9153,1.458324,0.482684
177,-0.6,7.4,232,caught,0.9148,0.9148,0.481893,2.003728
178,6.0,-16.0,400,timeout,0.9144,0.9144,0.453234,0.384945
179,-9.8,3.2,316,timeout,0.9139,0.9139,0.495981,1.27065
180,-8.4,14.6,88,caught,0.9135,0.9135,0.442512,0.559873
181,33.5,-18.5,400,cleared,0.913,0.913,0.446159,1.576311
182,-1.75,11.25,155,caught,0.9125,0.9125,0.535189,0.569347
183,14.5,-14.5,400,cleared,0.9121,0.9121,0.426054,1.038455
184,16.0,-16.0,400,cleared,0.9116,0.9116,0.595117,0.772127
185,13.95,6.95,241,caught,0.9112,0.9112,0.472716,1.266349
186,-14.9,13.1,118,caught,0.9107,0.9107,0.980725,0.744284
187,-8.55,14.45,91,caught,0.9103,0.9103,0.438126,1.108141
188,7.0,-17.0,400,timeout,0.9098,0.9098,1.389848,1.648489
189,-1.0,-14.0,400,timeout,0.9094,0.9094,0.466486,0.572051
190,0.3,13.3,114,caught,0.9089,0.9089,0.511374,0.952133
191,24.5,-14.5,400,cleared,0.9084,0.9084,0.482456,0.789427
192,9.8,12.8,124,caught,0.908,0.908,1.478665,0.920755
193,0.45,3.45,311,timeout,0.9075,0.9075,0.451053,1.299116
194,-15.65,12.35,133,caught,0.9071,0.9071,0.679532,0.916855
195,9.5,-14.5,400,timeout,0.9066,0.9066,0.465699,0.431392
196,12.0,-17.0,400,cleared,0.9062,0.9062,0.641209,0.961258
197,-10.1,7.9,222,caught,0.9057,0.9057,0.623813,1.086523
198,-8.85,14.15,97,caught,0.9053,0.9053,0.710813,0.419678
199,1.9,9.9,182,caught,0.9048,0.9048,0.463955,1.044488
200,12.65,10.65,167,caught,0.9044,0.9044,0.674231,1.820308
201,-12.2,15.8,64,caught,0.9039,0.9039,0.755339,1.667354
202,-19.9,8.1,218,caught,0.9035,0.9035,0.638694,3.201071
203,-10.8,12.2,136,caught,0.903,0.903,1.409225,1.973737
204,2.65,15.65,67,caught,0.9026,0.9026,3.046921,1.119984
205,-12.35,5.65,267,caught,0.9021,0.9021,0.448378,0.249979
206,28.5,-18.5,400,cleared,0.9017,0.9017,0.443346,0.667472
207,4.3,12.3,134,caught,0.9012,0.9012,0.507355,1.92047
208,15.5,3.5,310,cleared,0.9008,0.9008,0.409932,1.268192
209,-13.95,14.05,99,caught,0.9003,0.9003,0.479121,0.675853
210,7.4,5.4,272,caught,0.8999,0.8999,0.681713,0.423719
211,-9.7,13.3,114,caught,0.8994,0.8994,0.606042,0.583729
212,6.5,-16.5,400,timeout,0.899,0.899,0.563146,1.544591
213,-5.35,12.65,127,caught,0.8985,0.8985,1.21744,1.773349
214,5.5,-15.5,400,timeout,0.8981,0.8981,0.761818,0.481769
215,25.0,-15.0,400,cleared,0.8976,0.8976,1.636113,0.982886
216,16.0,4.0,300,cleared,0.8972,0.8972,0.368257,0.903679
217,-0.5,-14.5,400,timeout,0.8967,0.8967,1.012025,0.896899
218,-2.7,5.3,274,caught,0.8963,0.8963,0.662695,0.978198
219,4.0,12.0,140,caught,0.8958,0.8958,0.454911,1.369487
220,-13.05,9.95,181,caught,0.8954,0.8954,0.476996,0.33621
221,-2.4,10.6,168,caught,0.8949,0.8949,0.566019,0.743259
222,-3.7,9.3,194,caught,0.8945,0.8945,0.531715,0.414422
223,8.0,-18.0,400,timeout,0.894,0.894,0.575927,0.544469
224,-18.6,4.4,292,timeout,0.8936,0.8936,0.530959,1.073571
225,-26.1,1.9,342,timeout,0.8931,0.8931,0.582851,0.478667
226,-0.35,17.65,27,caught,0.8927,0.8927,0.829349,0.593202
227,25.0,-15.0,400,cleared,0.8922,0.8922,0.459685,1.322931
228,16.4,14.4,92,caught,0.8918,0.8918,0.647741,0.890093
229,-5.9,12.1,138,caught,0.8913,0.8913,0.811724,0.807254
230,-9.0,-16.0,400,timeout,0.8909,0.8909,0.468512,0.883903
231,21.5,-16.5,400,cleared,0.8904,0.8904,0.496717,1.04363
232,3.8,11.8,144,caught,0.89,0.89,0.57704,1.74891
233,1.75,14.75,85,caught,0.8896,0.8896,0.548029,0.427114
234,9.35,2.35,333,timeout,0.8891,0.8891,0.66552,1.122134
235,-4.9,13.1,118,caught,0.8887,0.8887,0.693563,0.997326
236,-7.0,1.0,360,timeout,0.8882,0.8882,0.390181,2.277707
237,-17.15,15.85,63,caught,0.8878,0.8878,0.449175,0.754863
238,5.0,-15.0,400,timeout,0.8873,0.8873,2.967563,1.335103
239,-30.45,7.55,229,caught,0.8869,0.8869,0.759792,1.063269
240,-0.5,-14.5,400,timeout,0.8865,0.8865,0.499709,1.222324
241,2.2,10.2,176,caught,0.886,0.886,0.485805,1.17234
242,0.6,13.6,108,caught,0.8856,0.8856,0.67731,1.413003
243,-22.45,10.55,169,caught,0.8851,0.8851,0.975998,3.600378
244,-18.35,4.65,287,timeout,0.8847,0.8847,0.70957,1.197127
245,5.55,13.55,109,caught,0.8842,0.8842,0.555766,2.339662
246,19.0,-14.0,400,cleared,0.8838,0.8838,0.514897,1.144648
247,-11.7,16.3,54,caught,0.8834,0.8834,0.465046,1.508896
248,-1.85,16.15,57,caught,0.8829,0.8829,0.640045,2.365944
249,-20.2,7.8,224,caught,0.8825,0.8825,0.562267,1.149637
250,-14.2,13.8,104,caught,0.882,0.882,0.485857,1.477891
251,7.95,0.95,361,timeout,0.8816,0.8816,0.695255,1.235621
252,14.35,12.35,133,caught,0.8811,0.8811,0.63514,0.608704
253,29.0,-14.0,400,cleared,0.8807,0.8807,0.70329,0.813943
254,-3.15,14.85,83,caught,0.8803,0.8803,0.792514,0.433019
255,12.65,10.65,167,caught,0.8798,0.8798,1.090789,2.185296
256,5.5,13.5,110,caught,0.8794,0.8794,0.511769,1.085648
257,17.05,15.05,79,caught,0.8789,0.8789,1.926582,1.948108
258,-6.35,6.65,247,caught,0.8785,0.8785,0.643417,0.67573
259,-2.5,-12.5,400,timeout,0.8781,0.8781,0.751809,0.648657
260,29.5,-14.5,400,cleared,0.8776,0.8776,0.562299,0.988317
261,-3.3,14.7,86,caught,0.8772,0.8772,0.793692,0.513055
262,19.55,12.55,129,caught,0.8768,0.8768,1.148591,0.82224
263,22.0,-12.0,400,cleared,0.8763,0.8763,0.592024,0.783027
264,-14.5,13.5,110,caught,0.8759,0.8759,0.553907,0.62522
265,-5.75,7.25,235,caught,0.8754,0.8754,0.837441,2.353695
266,9.35,12.35,133,caught,0.875,0.875,0.544022,0.958285
267,7.5,-12.5,400,timeout,0.8746,0.8746,0.612593,1.333438
268,5.45,3.45,311,timeout,0.8741,0.8741,0.565082,0.443571
269,15.15,13.15,117,caught,0.8737,0.8737,1.834785,1.878976
270,17.5,10.5,170,caught,0.8732,0.8732,0.503209,0.492478
271,15.5,-15.5,400,cleared,0.8728,0.8728,0.765479,2.224288
272,-8.75,14.25,95,caught,0.8724,0.8724,0.598728,1.95035
273,25.5,-15.5,400,cleared,0.8719,0.8719,0.934411,0.887401
274,-20.95,12.05,139,caught,0.8715,0.8715,0.499431,0.499991
275,-1.55,11.45,151,caught,0.8711,0.8711,1.290123,1.438697
276,-7.4,15.6,68,caught,0.8706,0.8706,0.743875,1.987308
277,20.5,-15.5,400,cleared,0.8702,0.8702,2.63473,1.506752
278,0.9,3.9,302,timeout,0.8698,0.8698,0.395277,1.395544
279,-12.5,10.5,170,caught,0.8693,0.8693,0.745918,0.543812
280,-9.15,3.85,303,timeout,0.8689,0.8689,0.574654,0.50488
281,13.5,-13.5,400,cleared,0.8685,0.8685,0.712811,0.854724
282,21.5,-11.5,400,cleared,0.868,0.868,2.214719,1.512827
283,-16.85,16.15,57,caught,0.8676,0.8676,0.470443,1.948244
284,-16.45,16.55,49,caught,0.8672,0.8672,0.639752,0.499697
285,-10.5,-14.5,400,timeout,0.8667,0.8667,0.990739,0.482692
286,6.5,4.5,290,timeout,0.8663,0.8663,0.740398,0.403032
287,3.55,11.55,149,caught,0.8659,0.8659,0.779996,1.051044
288,39.0,-14.0,400,cleared,0.8654,0.8654,0.550845,0.983504
289,2.8,5.8,264,caught,0.865,0.865,0.490404,0.552742
290,24.0,-14.0,400,cleared,0.8646,0.8646,0.695564,0.456985
291,3.0,-13.0,400,timeout,0.8641,0.8641,0.697941,0.782877
292,9.55,2.55,329,timeout,0.8637,0.8637,0.637389,1.614464
293,-6.45,16.55,49,caught,0.8633,0.8633,0.643348,0.694636
294,-1.6,16.4,52,caught,0.8628,0.8628,0.569637,0.737375
295,-14.65,8.35,213,caught,0.8624,0.8624,0.740272,0.382628
296,-19.3,13.7,106,caught,0.862,0.862,0.583118,2.352212
297,2.15,5.15,277,caught,0.8615,0.8615,0.985025,1.204738
298,-13.7,4.3,294,timeout,0.8611,0.8611,0.366093,0.890449
299,-13.95,14.05,99,caught,0.8607,0.8607,0.632296,3.401845
300,17.3,10.3,174,caught,0.8602,0.8602,1.217513,1.259638
301,9.75,7.75,225,caught,0.8598,0.8598,0.730154,2.323884
302,-6.2,11.8,144,caught,0.8594,0.8594,0.598125,0.949896
303,-4.95,13.05,119,caught,0.859,0.859,0.659472,0.928562
304,15.5,-15.5,400,cleared,0.8585,0.8585,0.417347,1.338922
305,-3.9,14.1,98,caught,0.8581,0.8581,0.753334,1.132008
306,14.65,2.65,327,cleared,0.8577,0.8577,0.528249,0.637561
307,-0.1,2.9,322,timeout,0.8572,0.8572,0.541745,3.003921
308,18.5,-13.5,400,cleared,0.8568,0.8568,0.620213,1.929514
309,9.65,12.65,127,caught,0.8564,0.8564,0.958038,2.610101
310,6.0,-16.0,400,timeout,0.856,0.856,0.531046,0.754864
311,-14.75,13.25,115,caught,0.8555,0.8555,0.804895,1.000699
312,-1.55,11.45,151,caught,0.8551,0.8551,0.488314,0.590032
313,-6.6,11.4,152,caught,0.8547,0.8547,1.667821,0.821658
314,12.15,15.15,77,caught,0.8542,0.8542,0.635746,1.607411
315,-2.1,15.9,62,caught,0.8538,0.8538,0.923367,0.442099
316,2.75,15.75,65,caught,0.8534,0.8534,1.101118,1.256672
317,5.7,13.7,106,caught,0.853,0.853,1.963932,1.766862
318,10.0,-15.0,400,timeout,0.8525,0.8525,0.591887,0.629771
319,15.7,3.7,306,cleared,0.8521,0.8521,0.72596,1.318628
320,8.05,11.05,159,caught,0.8517,0.8517,1.889694,0.309623
321,-3.0,15.0,80,caught,0.8513,0.8513,0.507141,1.119802
322,-11.75,16.25,55,caught,0.8508,0.8508,1.524201,1.320411
323,-3.75,14.25,95,caught,0.8504,0.8504,0.782888,1.652832
324,-0.05,7.95,221,caught,0.85,0.85,0.629991,1.141775
325,6.0,-16.0,400,timeout,0.8496,0.8496,1.161325,0.447844
326,2.95,15.95,61,caught,0.8491,0.8491,0.660397,1.245239
327,-12.55,10.45,171,caught,0.8487,0.8487,0.939179,0.901412
328,19.0,-14.0,400,cleared,0.8483,0.8483,0.81086,2.852921
329,11.2,14.2,96,caught,0.8479,0.8479,0.559309,1.303428
330,20.5,-15.5,400,cleared,0.8474,0.8474,1.95917,1.333668
331,0.8,13.8,104,caught,0.847,0.847,0.577639,2.129722
332,-13.1,14.9,82,caught,0.8466,0.8466,0.778899,1.65243
333,-6.65,16.35,53,caught,0.8462,0.8462,0.576035,2.321917
334,-15.9,7.1,238,caught,0.8457,0.8457,0.645413,0.338191
335,5.0,-15.0,400,timeout,0.8453,0.8453,0.50621,1.8446
336,19.0,-14.0,400,cleared,0.8449,0.8449,0.57193,1.064065
337,-16.5,11.5,150,caught,0.8445,0.8445,0.677337,1.507424
338,-2.15,15.85,63,caught,0.8441,0.8441,1.093986,1.145461
339,9.5,-14.5,400,timeout,0.8436,0.8436,1.534792,0.408307
340,-3.8,14.2,96,caught,0.8432,0.8432,0.547896,1.547826
341,34.5,-14.5,400,cleared,0.8428,0.8428,0.713566,0.571617
342,3.0,6.0,260,caught,0.8424,0.8424,1.278363,1.753804
343,-2.05,10.95,161,caught,0.8419,0.8419,2.746646,2.687716
344,28.5,-13.5,400,cleared,0.8415,0.8415,1.387145,1.427517
345,5.0,3.0,320,timeout,0.8411,0.8411,0.69011,2.101643
346,26.0,-16.0,400,cleared,0.8407,0.8407,1.093373,0.957361
347,21.0,-16.0,400,cleared,0.8403,0.8403,1.99624,0.562166
348,26.5,-16.5,400,cleared,0.8398,0.8398,0.54005,1.842113
349,5.5,-15.5,400,timeout,0.8394,0.8394,0.694978,1.304224
350,0.75,13.75,105,caught,0.839,0.839,0.444545,2.192914
351,-13.55,14.45,91,caught,0.8386,0.8386,0.987557,1.231351
352,-14.5,13.5,110,caught,0.8382,0.8382,0.586746,2.155761
353,3.55,6.55,249,caught,0.8377,0.8377,0.902523,1.888529
354,2.0,15.0,80,caught,0.8373,0.8373,0.963142,1.074467
355,-5.8,2.2,336,timeout,0.8369,0.8369,0.699029,0.875527
356,-14.05,3.95,301,timeout,0.8365,0.8365,0.624351,1.085702
357,8.65,11.65,147,caught,0.8361,0.8361,0.597728,1.335678
358,-15.0,8.0,220,caught,0.8357,0.8357,0.560043,0.838906
359,0.45,3.45,311,timeout,0.8352,0.8352,1.304449,1.44708
360,1.1,14.1,98,caught,0.8348,0.8348,0.827654,1.356435
361,5.65,13.65,107,caught,0.8344,0.8344,0.696423,0.969435
362,-4.6,3.4,312,timeout,0.834,0.834,0.51427,2.92976
363,4.45,7.45,231,caught,0.8336,0.8336,0.795516,0.490144
364,34.5,-14.5,400,cleared,0.8331,0.8331,1.173183,1.69264
365,1.5,14.5,90,caught,0.8327,0.8327,1.278467,1.216349
366,7.35,15.35,73,caught,0.8323,0.8323,0.821076,1.216909
367,-7.0,16.0,60,caught,0.8319,0.8319,0.696131,1.719907
368,7.0,15.0,80,caught,0.8315,0.8315,0.525879,0.409484
369,-3.0,15.0,80,caught,0.8311,0.8311,2.558774,0.79279
370,8.2,11.2,156,caught,0.8307,0.8307,1.049387,1.434537
371,24.0,-14.0,400,cleared,0.8302,0.8302,0.907916,0.7664
372,11.75,14.75,85,caught,0.8298,0.8298,0.973766,0.936768
373,5.85,8.85,203,caught,0.8294,0.8294,0.686408,1.026558
374,-4.1,13.9,102,caught,0.829,0.829,0.551996,0.577449
375,-16.05,11.95,141,caught,0.8286,0.8286,0.737313,0.916064
376,15.2,8.2,216,caught,0.8282,0.8282,0.797939,1.211404
377,25.5,-15.5,400,cleared,0.8277,0.8277,0.671459,0.770055
378,-0.4,17.6,28,caught,0.8273,0.8273,0.514161,1.093576
379,16.05,14.05,99,caught,0.8269,0.8269,0.846279,1.342454
380,15.9,3.9,302,cleared,0.8265,0.8265,0.777568,2.13063
381,-3.5,14.5,90,caught,0.8261,0.8261,0.600326,1.045375
382,-5.65,12.35,133,caught,0.8257,0.8257,0.834575,0.764966
383,8.4,11.4,152,caught,0.8253,0.8253,0.74287,1.161799
384,33.0,-13.0,400,cleared,0.8249,0.8249,0.897993,1.013933
