episode,pacman_reward,ghost_reward,steps,result,epsilon_pacman,epsilon_ghost,loss_pacman,loss_ghost
27,-12.35,75.65,167,caught,0.9861,0.9861,0.301218,12.640276
28,20.0,-25.0,600,cleared,0.9856,0.9856,0.300996,7.507699
29,-19.25,68.75,305,caught,0.9851,0.9851,0.431023,5.849257
30,-6.1,56.9,542,caught,0.9846,0.9846,0.597261,4.273074
31,-29.15,78.85,103,caught,0.9841,0.9841,0.289679,2.121157
32,-10.6,72.4,232,caught,0.9836,0.9836,0.410348,6.059509
33,1.45,69.45,291,caught,0.9831,0.9831,0.375803,3.296266
34,-23.7,64.3,394,caught,0.9826,0.9826,0.257677,2.414082
35,-12.95,65.05,379,caught,0.9822,0.9822,0.413193,0.787304
36,-34.35,73.65,207,caught,0.9817,0.9817,0.441907,11.345364
37,6.5,-26.5,600,timeout,0.9812,0.9812,0.324176,0.350875
38,-19.35,78.65,107,caught,0.9807,0.9807,0.646394,1.479582
39,-9.65,78.35,113,caught,0.9802,0.9802,0.48421,12.094188
40,-24.35,63.65,407,caught,0.9797,0.9797,0.42972,3.828945
41,-26.9,71.1,258,caught,0.9792,0.9792,0.296607,1.660754
42,-21.4,81.6,48,caught,0.9787,0.9787,0.237085,1.852587
43,28.5,-23.5,600,cleared,0.9782,0.9782,0.499588,12.227249
44,-27.75,80.25,75,caught,0.9777,0.9777,2.821742,19.474438
45,9.0,-24.0,600,timeout,0.9773,0.9773,0.510054,0.888011
46,4.0,-24.0,600,timeout,0.9768,0.9768,0.405619,2.506801
47,-11.75,66.25,355,caught,0.9763,0.9763,0.350059,23.842272
48,-14.9,68.1,318,caught,0.9758,0.9758,0.438068,2.831355
49,-25.3,57.7,526,caught,0.9753,0.9753,0.341624,3.354074
50,6.0,-26.0,600,timeout,0.9748,0.9748,0.428345,4.972928
51,-8.7,59.3,494,caught,0.9743,0.9743,0.538088,32.850105
52,6.0,-26.0,600,timeout,0.9738,0.9738,1.237596,7.558535
53,-24.35,63.65,407,caught,0.9734,0.9734,0.564556,16.770512
54,-27.3,70.7,266,caught,0.9729,0.9729,0.432066,8.046067
55,-20.95,72.05,239,caught,0.9724,0.9724,0.557964,13.07994
56,-4.0,-26.0,600,timeout,0.9719,0.9719,0.554759,8.887383
57,-16.7,66.3,354,caught,0.9714,0.9714,0.403825,1.243957
58,-33.6,69.4,292,caught,0.9709,0.9709,1.197952,1.316664
59,-18.8,79.2,96,caught,0.9704,0.9704,0.377658,3.274941
60,-35.25,67.75,325,caught,0.97,0.97,0.540646,5.913434
61,-19.85,73.15,217,caught,0.9695,0.9695,0.416655,1.020658
62,-14.85,68.15,317,caught,0.969,0.969,0.367237,10.000223
63,-28.2,69.8,284,caught,0.9685,0.9685,0.620373,9.808013
64,-19.55,73.45,211,caught,0.968,0.968,0.491094,11.219217
65,-26.35,71.65,247,caught,0.9675,0.9675,0.422984,7.850425
66,-5.0,63.0,420,caught,0.967,0.967,0.558568,2.550787
67,-0.5,-24.5,600,timeout,0.9666,0.9666,0.359309,1.173815
68,-30.5,77.5,130,caught,0.9661,0.9661,0.544363,6.65802
69,35.0,-25.0,600,cleared,0.9656,0.9656,1.959465,5.235084
70,6.5,-26.5,600,timeout,0.9651,0.9651,0.452302,4.505161
71,-24.4,68.6,308,caught,0.9646,0.9646,0.313454,3.496213
72,-1.25,76.75,145,caught,0.9641,0.9641,0.472534,9.467715
73,2.5,-22.5,600,timeout,0.9637,0.9637,0.557123,2.447217
74,-23.5,54.5,590,caught,0.9632,0.9632,0.889424,9.5252
75,6.0,-26.0,600,timeout,0.9627,0.9627,0.63881,0.979627
76,-21.9,66.1,358,caught,0.9622,0.9622,0.459812,2.054755
77,3.0,81.0,60,caught,0.9617,0.9617,0.509636,5.079388
78,-13.55,79.45,91,caught,0.9613,0.9613,0.479512,4.568099
79,-30.9,77.1,138,caught,0.9608,0.9608,1.078201,8.598724
80,-0.3,62.7,426,caught,0.9603,0.9603,0.613315,11.796453
81,-24.55,63.45,411,caught,0.9598,0.9598,0.48145,0.771621
82,-2.8,80.2,76,caught,0.9593,0.9593,0.522183,16.702995
83,-13.05,59.95,481,caught,0.9589,0.9589,0.567075,41.758896
84,0.0,-25.0,600,timeout,0.9584,0.9584,0.772218,5.004327
85,18.5,-23.5,600,cleared,0.9579,0.9579,0.561766,22.057371
86,-33.85,79.15,97,caught,0.9574,0.9574,0.982586,33.727432
87,-9.35,78.65,107,caught,0.9569,0.9569,2.049558,17.05714
88,-12.0,-23.0,600,timeout,0.9565,0.9565,1.438443,13.835116
89,-25.3,72.7,226,caught,0.956,0.956,1.221387,4.368712
90,27.5,-27.5,600,cleared,0.9555,0.9555,0.573704,9.186869
91,-22.0,-23.0,600,timeout,0.955,0.955,0.460778,4.967331
92,-23.55,64.45,391,caught,0.9546,0.9546,0.42244,11.248919
93,-7.8,75.2,176,caught,0.9541,0.9541,0.617896,1.714556
94,-30.05,72.95,221,caught,0.9536,0.9536,0.426467,7.663988
95,11.05,69.05,299,caught,0.9531,0.9531,0.502222,8.997754
96,-11.5,76.5,150,caught,0.9526,0.9526,0.496509,3.292974
97,-6.1,66.9,342,caught,0.9522,0.9522,0.829131,11.068056
98,-17.3,70.7,266,caught,0.9517,0.9517,0.572351,4.2133
99,32.0,-27.0,600,cleared,0.9512,0.9512,1.359,3.521852
100,-17.0,61.0,460,caught,0.9507,0.9507,0.729481,6.742519
101,-34.1,68.9,302,caught,0.9503,0.9503,0.705084,9.906043
102,-11.7,71.3,254,caught,0.9498,0.9498,0.432722,50.82777
103,-10.85,77.15,137,caught,0.9493,0.9493,0.857583,8.527362
104,-23.3,54.7,586,caught,0.9488,0.9488,0.585715,11.932425
105,-13.6,79.4,92,caught,0.9484,0.9484,0.614448,30.114017
106,-21.6,81.4,52,caught,0.9479,0.9479,0.73437,4.146384
107,-10.45,82.55,29,caught,0.9474,0.9474,0.637806,20.317631
108,-6.85,76.15,157,caught,0.9469,0.9469,0.716062,8.258957
109,-22.7,80.3,74,caught,0.9465,0.9465,0.531498,24.584578
110,-16.7,56.3,554,caught,0.946,0.946,0.625417,16.406124
111,0.5,-25.5,600,timeout,0.9455,0.9455,0.664411,3.540735
112,-34.25,73.75,205,caught,0.9451,0.9451,0.645737,29.9802
113,1.9,59.9,482,caught,0.9446,0.9446,0.709938,9.847519
114,-25.25,67.75,325,caught,0.9441,0.9441,0.491319,14.344758
115,-8.7,69.3,294,caught,0.9436,0.9436,0.688525,59.632015
116,-16.95,61.05,459,caught,0.9432,0.9432,0.602233,49.192898
117,-1.5,-23.5,600,timeout,0.9427,0.9427,0.55578,29.078411
118,-25.3,72.7,226,caught,0.9422,0.9422,0.531614,34.264889
119,-13.75,59.25,495,caught,0.9418,0.9418,1.112807,1.919214
120,-37.1,60.9,462,caught,0.9413,0.9413,0.505009,29.858795
121,-13.9,79.1,98,caught,0.9408,0.9408,0.523871,3.682346
122,26.0,-26.0,600,cleared,0.9403,0.9403,0.473778,2.981783
123,4.0,-24.0,600,timeout,0.9399,0.9399,0.776834,15.179149
124,-7.7,80.3,74,caught,0.9394,0.9394,0.824943,12.530625
125,10.5,-25.5,600,cleared,0.9389,0.9389,0.63513,17.191633
126,-23.0,75.0,180,caught,0.9385,0.9385,0.953661,7.047437
127,-9.15,78.85,103,caught,0.938,0.938,0.810268,21.678764
128,-0.5,-24.5,600,timeout,0.9375,0.9375,0.624159,6.589074
129,-30.75,57.25,535,caught,0.9371,0.9371,0.624938,25.341478
130,-12.2,70.8,264,caught,0.9366,0.9366,0.930597,51.460266
131,-35.2,62.8,424,caught,0.9361,0.9361,0.759069,5.122754
132,-25.7,67.3,334,caught,0.9356,0.9356,0.594847,7.216553
133,-22.05,75.95,161,caught,0.9352,0.9352,0.463722,7.488164
134,-11.35,81.65,47,caught,0.9347,0.9347,0.784709,12.413713
135,-16.35,76.65,147,caught,0.9342,0.9342,0.591012,3.873256
136,-12.05,65.95,361,caught,0.9338,0.9338,0.688307,8.858176
137,-12.35,75.65,167,caught,0.9333,0.9333,1.82282,8.031497
138,-21.55,81.45,51,caught,0.9328,0.9328,0.44841,24.243015
139,-26.3,66.7,346,caught,0.9324,0.9324,0.707,3.825521
140,-9.45,78.55,109,caught,0.9319,0.9319,0.843402,17.920145
141,-13.4,74.6,188,caught,0.9314,0.9314,1.071366,57.921242
142,34.0,-24.0,600,cleared,0.931,0.931,0.644865,18.829855
143,-11.75,71.25,255,caught,0.9305,0.9305,4.929586,30.824842
144,-28.5,79.5,90,caught,0.93,0.93,0.4924,6.442119
145,-26.05,71.95,241,caught,0.9296,0.9296,0.666655,18.353884
146,20.5,-25.5,600,cleared,0.9291,0.9291,0.493282,31.237509
147,0.85,78.85,103,caught,0.9287,0.9287,0.67666,59.436073
148,-15.15,57.85,523,caught,0.9282,0.9282,5.377713,13.741591
149,-34.45,73.55,209,caught,0.9277,0.9277,0.909777,15.887774
150,-29.75,73.25,215,caught,0.9273,0.9273,0.804665,29.414471
151,-11.05,76.95,141,caught,0.9268,0.9268,0.624839,8.840046
152,-14.65,78.35,113,caught,0.9263,0.9263,4.872453,9.100516
153,-25.1,62.9,422,caught,0.9259,0.9259,0.711687,24.549967
154,-1.0,-24.0,600,timeout,0.9254,0.9254,0.937009,32.104141
155,11.5,-26.5,600,cleared,0.9249,0.9249,0.635335,16.556675
156,-21.85,76.15,157,caught,0.9245,0.9245,0.650523,24.444855
157,1.5,-26.5,600,timeout,0.924,0.924,1.367645,37.810246
158,-24.9,73.1,218,caught,0.9236,0.9236,0.981275,25.276352
159,-5.75,77.25,135,caught,0.9231,0.9231,0.99363,69.385399
160,-22.05,75.95,161,caught,0.9226,0.9226,0.786168,11.90028
161,-7.75,70.25,275,caught,0.9222,0.9222,1.04331,49.700214
162,-15.8,77.2,136,caught,0.9217,0.9217,0.885509,25.300634
163,-15.2,72.8,224,caught,0.9213,0.9213,1.369596,32.558292
164,-31.55,71.45,251,caught,0.9208,0.9208,0.693779,29.245695
165,-3.75,59.25,495,caught,0.9203,0.9203,0.530182,19.708046
166,11.5,-26.5,600,cleared,0.9199,0.9199,1.834104,39.647209
167,-16.9,81.1,58,caught,0.9194,0.9194,0.70195,45.908344
168,-12.3,80.7,66,caught,0.919,0.919,0.573706,25.558508
169,-21.55,81.45,51,caught,0.9185,0.9185,0.705157,8.314898
170,-17.35,80.65,67,caught,0.918,0.918,0.588097,16.589157
171,5.4,78.4,112,caught,0.9176,0.9176,2.81574,9.87968
172,5.75,63.75,405,caught,0.9171,0.9171,1.120177,33.559387
173,-9.25,78.75,105,caught,0.9167,0.9167,2.991393,12.849545
174,-2.0,71.0,260,caught,0.9162,0.9162,0.770921,57.166893
175,-9.85,78.15,117,caught,0.9157,0.9157,0.858587,9.402402
176,-27.5,65.5,370,caught,0.9153,0.9153,0.753581,33.886082
177,-19.55,78.45,111,caught,0.9148,0.9148,1.590762,15.688451
178,-5.45,57.55,529,caught,0.9144,0.9144,0.526507,56.199905
179,-11.15,76.85,143,caught,0.9139,0.9139,0.624031,47.862595
180,-23.3,69.7,286,caught,0.9135,0.9135,0.999453,32.83474
181,3.75,71.75,245,caught,0.913,0.913,1.047314,99.069054
182,-16.0,-24.0,600,timeout,0.9125,0.9125,0.966314,7.46825
183,-19.9,73.1,218,caught,0.9121,0.9121,0.572648,28.219654
184,-14.2,63.8,404,caught,0.9116,0.9116,1.116205,56.787785
185,-21.3,71.7,246,caught,0.9112,0.9112,0.605422,14.103513
186,1.4,79.4,92,caught,0.9107,0.9107,0.719093,50.524677
187,-20.0,78.0,120,caught,0.9103,0.9103,0.867397,4.89355
188,26.0,-26.0,600,cleared,0.9098,0.9098,0.701948,11.340338
189,-13.1,79.9,82,caught,0.9094,0.9094,0.743324,33.346199
190,10.5,-25.5,600,cleared,0.9089,0.9089,3.967241,34.551125
191,-18.85,69.15,297,caught,0.9084,0.9084,0.991307,46.88575
192,2.3,75.3,174,caught,0.908,0.908,0.749904,46.51775
193,-19.5,58.5,510,caught,0.9075,0.9075,2.145348,25.348099
194,-8.2,64.8,384,caught,0.9071,0.9071,0.960213,83.575279
195,-18.55,79.45,91,caught,0.9066,0.9066,0.727633,35.294167
196,31.0,-26.0,600,cleared,0.9062,0.9062,0.72536,97.626953
197,-19.6,68.4,312,caught,0.9057,0.9057,0.977536,10.230054
198,-9.15,68.85,303,caught,0.9053,0.9053,5.290221,8.54512
199,4.15,67.15,337,caught,0.9048,0.9048,0.640812,28.200871
200,-13.4,79.6,88,caught,0.9044,0.9044,0.839168,16.409389
201,-1.6,71.4,252,caught,0.9039,0.9039,0.837349,3.328169
202,-27.8,75.2,176,caught,0.9035,0.9035,6.452903,27.132692
203,-8.65,69.35,293,caught,0.903,0.903,0.992006,41.963791
204,-20.35,67.65,327,caught,0.9026,0.9026,1.054813,8.399047
205,-17.25,55.75,565,caught,0.9021,0.9021,0.983356,49.535583
206,-14.3,68.7,306,caught,0.9017,0.9017,0.699726,112.503174
207,-6.35,81.65,47,caught,0.9012,0.9012,0.542231,17.824507
208,-9.55,73.45,211,caught,0.9008,0.9008,0.862671,40.566788
209,-18.9,79.1,98,caught,0.9003,0.9003,1.413079,15.776898
210,-16.6,66.4,352,caught,0.8999,0.8999,0.919424,40.850891
211,14.0,-24.0,600,cleared,0.8994,0.8994,5.881817,9.160259
212,-25.65,67.35,333,caught,0.899,0.899,0.870159,49.635006
213,10.5,-25.5,600,cleared,0.8985,0.8985,0.700097,55.630795
214,-17.15,80.85,63,caught,0.8981,0.8981,0.582606,29.603443
215,28.5,-23.5,600,cleared,0.8976,0.8976,0.806266,56.940826
216,-0.95,57.05,539,caught,0.8972,0.8972,1.610607,2.238666
217,-15.9,77.1,138,caught,0.8967,0.8967,0.712758,62.19743
218,-2.65,75.35,173,caught,0.8963,0.8963,1.51144,39.226173
219,-14.15,63.85,403,caught,0.8958,0.8958,0.634472,27.714258
220,-20.1,77.9,122,caught,0.8954,0.8954,2.289965,37.543304
221,8.0,61.0,460,caught,0.8949,0.8949,0.834157,8.577528
222,-32.9,70.1,278,caught,0.8945,0.8945,1.606431,15.251272
223,-12.0,76.0,160,caught,0.894,0.894,0.738234,7.895751
224,-6.2,66.8,344,caught,0.8936,0.8936,0.697443,4.590541
225,-18.3,69.7,286,caught,0.8931,0.8931,0.794938,25.060122
226,-22.9,80.1,78,caught,0.8927,0.8927,1.221379,8.795417
227,-18.65,79.35,93,caught,0.8922,0.8922,0.847075,5.282224
228,-8.05,79.95,81,caught,0.8918,0.8918,0.9933,45.449936
229,1.3,64.3,394,caught,0.8913,0.8913,1.187741,72.856369
230,-26.35,81.65,47,caught,0.8909,0.8909,0.825408,2.542378
231,-29.7,68.3,314,caught,0.8904,0.8904,0.858783,53.67651
232,-4.0,-26.0,600,timeout,0.89,0.89,0.869361,33.682529
233,8.95,71.95,241,caught,0.8896,0.8896,1.122232,44.278069
234,-18.75,74.25,195,caught,0.8891,0.8891,0.833915,8.023766
235,-9.55,78.45,111,caught,0.8887,0.8887,0.811715,15.907411
236,-18.15,64.85,383,caught,0.8882,0.8882,0.811785,30.992352
237,-13.35,69.65,287,caught,0.8878,0.8878,0.957341,17.55081
238,-3.35,69.65,287,caught,0.8873,0.8873,0.784336,4.701853
239,-31.5,66.5,350,caught,0.8869,0.8869,0.747513,49.668003
240,-37.3,55.7,566,caught,0.8865,0.8865,0.740961,12.795708
241,-13.8,74.2,196,caught,0.886,0.886,0.732748,7.361016
242,-15.9,77.1,138,caught,0.8856,0.8856,1.140182,31.455053
243,5.55,63.55,409,caught,0.8851,0.8851,0.797282,24.043568
244,3.0,-23.0,600,timeout,0.8847,0.8847,0.697103,12.425997
245,-9.15,68.85,303,caught,0.8842,0.8842,1.427408,54.817482
246,-14.7,78.3,114,caught,0.8838,0.8838,0.847198,40.329731
247,3.05,66.05,359,caught,0.8834,0.8834,0.692835,19.92392
248,32.5,-27.5,600,cleared,0.8829,0.8829,1.237856,21.07443
249,-19.1,73.9,202,caught,0.8825,0.8825,0.942578,14.856829
250,-20.9,67.1,338,caught,0.882,0.882,0.703537,60.826767
251,4.15,77.15,137,caught,0.8816,0.8816,2.666931,10.607686
252,9.0,-24.0,600,timeout,0.8811,0.8811,0.991394,19.313824
253,-21.25,81.75,45,caught,0.8807,0.8807,1.011914,69.300934
254,-7.75,75.25,175,caught,0.8803,0.8803,2.990284,6.024425
255,-1.0,-24.0,600,timeout,0.8798,0.8798,1.005156,20.431948
256,30.5,-25.5,600,cleared,0.8794,0.8794,1.132663,45.470348
257,2.5,75.5,170,caught,0.8789,0.8789,0.688192,46.938808
258,-20.35,72.65,227,caught,0.8785,0.8785,0.697634,18.678673
259,6.5,-26.5,600,timeout,0.8781,0.8781,0.915481,22.675634
260,5.5,-25.5,600,timeout,0.8776,0.8776,0.750812,30.015131
261,-12.2,80.8,64,caught,0.8772,0.8772,0.820469,43.044319
262,0.3,63.3,414,caught,0.8768,0.8768,0.514033,26.349712
263,-18.8,79.2,96,caught,0.8763,0.8763,0.741818,51.815731
264,-26.85,81.15,57,caught,0.8759,0.8759,1.002755,35.830082
265,-11.25,81.75,45,caught,0.8754,0.8754,0.916318,47.18515
266,-17.6,80.4,72,caught,0.875,0.875,0.586658,18.867781
267,-3.25,79.75,85,caught,0.8746,0.8746,1.037147,28.582281
268,4.5,-24.5,600,timeout,0.8741,0.8741,0.97835,2.844608
269,-16.7,81.3,54,caught,0.8737,0.8737,1.482946,19.413153
270,18.5,-23.5,600,cleared,0.8732,0.8732,0.841937,45.676762
271,-0.85,77.15,137,caught,0.8728,0.8728,1.173545,64.61216
272,-35.45,67.55,329,caught,0.8724,0.8724,0.830417,2.898353
273,-21.6,71.4,252,caught,0.8719,0.8719,1.480134,57.769756
274,-13.5,74.5,190,caught,0.8715,0.8715,0.793005,1.900662
275,5.55,73.55,209,caught,0.8711,0.8711,0.78593,2.924219
276,-5.0,78.0,120,caught,0.8706,0.8706,0.748804,59.235249
277,-6.0,77.0,140,caught,0.8702,0.8702,0.749189,4.446182
278,-7.85,80.15,77,caught,0.8698,0.8698,1.139302,47.468731
279,25.0,-25.0,600,cleared,0.8693,0.8693,0.65912,26.740656
280,-0.7,77.3,134,caught,0.8689,0.8689,0.600998,15.632168
281,-5.1,72.9,222,caught,0.8685,0.8685,1.159845,50.037315
282,-8.4,69.6,288,caught,0.868,0.868,1.4484,48.87085
283,0.75,78.75,105,caught,0.8676,0.8676,0.590096,70.382736
284,-19.95,68.05,319,caught,0.8672,0.8672,0.796717,46.30909
285,-23.1,74.9,182,caught,0.8667,0.8667,0.818853,11.233685
286,-16.85,81.15,57,caught,0.8663,0.8663,0.989466,45.334007
287,13.75,76.75,145,caught,0.8659,0.8659,1.42486,17.701334
288,-1.0,77.0,140,caught,0.8654,0.8654,1.937285,22.497787
289,-23.0,70.0,280,caught,0.865,0.865,0.836039,20.810745
290,3.5,-28.5,600,timeout,0.8646,0.8646,0.838984,12.706388
291,-6.5,-23.5,600,timeout,0.8641,0.8641,0.739779,57.318924
292,-35.05,67.95,321,caught,0.8637,0.8637,0.682667,15.451186
293,2.4,80.4,72,caught,0.8633,0.8633,2.271753,7.498423
294,-9.95,78.05,119,caught,0.8628,0.8628,0.771155,51.636642
295,-9.5,73.5,210,caught,0.8624,0.8624,0.601651,21.394791
296,17.0,-27.0,600,cleared,0.862,0.862,0.726237,38.00238
297,-5.7,67.3,334,caught,0.8615,0.8615,0.951191,17.950386
298,-19.2,78.8,104,caught,0.8611,0.8611,3.178624,36.188732
299,-5.3,72.7,226,caught,0.8607,0.8607,0.745281,20.003641
300,-2.7,65.3,374,caught,0.8602,0.8602,0.972273,91.166916
301,-29.3,78.7,106,caught,0.8598,0.8598,1.01016,29.425873
302,-19.35,68.65,307,caught,0.8594,0.8594,0.92085,15.271528
303,-4.2,78.8,104,caught,0.859,0.859,1.852331,56.546318
304,-10.8,72.2,236,caught,0.8585,0.8585,0.701201,32.124653
305,2.95,70.95,261,caught,0.8581,0.8581,1.254349,4.726839
306,-7.05,75.95,161,caught,0.8577,0.8577,0.777203,15.129486
307,14.0,-24.0,600,cleared,0.8572,0.8572,0.758328,54.402153
308,5.5,-25.5,600,timeout,0.8568,0.8568,3.299886,8.800514
309,-3.5,59.5,490,caught,0.8564,0.8564,0.692338,46.318665
310,-12.95,80.05,79,caught,0.856,0.856,0.954979,42.070408
311,-20.85,82.15,37,caught,0.8555,0.8555,9.085123,36.237534
312,-11.75,71.25,255,caught,0.8551,0.8551,0.948002,20.52
313,-23.85,74.15,197,caught,0.8547,0.8547,0.687227,14.637631
314,5.5,-25.5,600,timeout,0.8542,0.8542,0.870097,18.676567
315,-3.55,79.45,91,caught,0.8538,0.8538,0.648467,52.724049
316,1.5,-26.5,600,timeout,0.8534,0.8534,1.20101,59.179489
317,30.0,-25.0,600,cleared,0.853,0.853,0.927813,40.085121
318,3.65,66.65,347,caught,0.8525,0.8525,0.933151,2.509242
319,0.3,78.3,114,caught,0.8521,0.8521,0.981674,62.26701
320,-12.85,80.15,77,caught,0.8517,0.8517,0.748538,6.669623
321,-25.2,82.8,24,caught,0.8513,0.8513,0.956405,62.652908
322,-1.5,-23.5,600,timeout,0.8508,0.8508,2.685635,12.850939
323,-4.65,73.35,213,caught,0.8504,0.8504,0.781363,52.870098
324,-6.9,71.1,258,caught,0.85,0.85,0.777631,40.953484
325,-6.5,-23.5,600,timeout,0.8496,0.8496,0.971447,32.425259
326,-6.5,-23.5,600,timeout,0.8491,0.8491,0.648775,41.994385
327,-21.0,77.0,140,caught,0.8487,0.8487,1.617703,66.060501
328,-2.15,80.85,63,caught,0.8483,0.8483,1.179535,5.717966
329,2.5,-27.5,600,timeout,0.8479,0.8479,1.01899,30.939194
330,3.9,81.9,42,caught,0.8474,0.8474,0.753101,4.425886
331,-12.8,75.2,176,caught,0.847,0.847,0.934148,24.674149
332,-17.05,75.95,161,caught,0.8466,0.8466,0.644962,16.417557
333,28.5,-28.5,600,cleared,0.8462,0.8462,2.157055,26.128107
334,-26.6,81.4,52,caught,0.8457,0.8457,0.901394,18.958206
335,2.1,80.1,78,caught,0.8453,0.8453,0.520071,26.983561
336,-11.85,76.15,157,caught,0.8449,0.8449,2.057442,7.866358
337,-2.6,80.4,72,caught,0.8445,0.8445,0.809599,2.863015
338,-3.7,79.3,94,caught,0.8441,0.8441,0.817515,23.291025
339,4.5,-24.5,600,timeout,0.8436,0.8436,0.760361,22.463009
340,-14.65,73.35,213,caught,0.8432,0.8432,0.885616,65.018669
341,-14.85,78.15,117,caught,0.8428,0.8428,1.087192,30.079575
342,0.5,-25.5,600,timeout,0.8424,0.8424,0.729765,31.921364
343,-1.75,71.25,255,caught,0.8419,0.8419,0.871935,10.473111
344,-1.0,77.0,140,caught,0.8415,0.8415,0.678145,20.202457
345,0.25,63.25,415,caught,0.8411,0.8411,0.658744,58.482742
346,-7.2,65.8,364,caught,0.8407,0.8407,1.046535,10.04229
347,10.0,-25.0,600,timeout,0.8403,0.8403,0.845218,7.441823
348,-3.0,-27.0,600,timeout,0.8398,0.8398,0.582266,22.089138
349,-15.6,77.4,132,caught,0.8394,0.8394,0.914863,9.46036
350,-3.5,-26.5,600,timeout,0.839,0.839,0.480329,26.085308
351,-9.75,78.25,115,caught,0.8386,0.8386,0.951186,27.662327
352,-12.15,80.85,63,caught,0.8382,0.8382,0.720633,21.166613
353,-15.3,72.7,226,caught,0.8377,0.8377,1.69471,13.785152
354,-2.5,-22.5,600,timeout,0.8373,0.8373,1.81234,18.770826
355,-13.5,79.5,90,caught,0.8369,0.8369,0.844449,56.08049
356,-4.65,58.35,513,caught,0.8365,0.8365,0.770725,39.900558
357,-11.85,76.15,157,caught,0.8361,0.8361,0.728233,46.082249
358,27.0,-27.0,600,cleared,0.8357,0.8357,1.008453,17.505955
359,-7.35,80.65,67,caught,0.8352,0.8352,0.663353,33.480179
360,-12.0,61.0,460,caught,0.8348,0.8348,1.093786,28.644089
361,-14.85,78.15,117,caught,0.8344,0.8344,0.945237,1.572587
362,32.5,-27.5,600,cleared,0.834,0.834,1.212992,31.250586
363,4.2,82.2,36,caught,0.8336,0.8336,1.067837,22.031155
364,-21.0,82.0,40,caught,0.8331,0.8331,0.799899,56.859188
365,-13.6,79.4,92,caught,0.8327,0.8327,1.116548,28.357492
366,8.35,66.35,353,caught,0.8323,0.8323,0.706227,48.744617
367,-21.9,81.1,58,caught,0.8319,0.8319,0.721107,74.719612
368,2.7,75.7,166,caught,0.8315,0.8315,0.829973,43.331589
369,10.3,63.3,414,caught,0.8311,0.8311,0.823941,69.178955
370,3.8,81.8,44,caught,0.8307,0.8307,0.887099,4.454008
371,1.6,54.6,588,caught,0.8302,0.8302,0.64454,53.889011
372,-25.15,77.85,123,caught,0.8298,0.8298,0.897245,11.672156
373,-18.05,74.95,181,caught,0.8294,0.8294,0.739119,30.499151
374,-0.9,67.1,338,caught,0.829,0.829,1.281236,25.081684
375,-12.45,80.55,69,caught,0.8286,0.8286,0.736211,10.861784
376,15.6,73.6,208,caught,0.8282,0.8282,0.920692,26.98966
377,-3.65,79.35,93,caught,0.8277,0.8277,1.270246,57.324993
378,5.7,78.7,106,caught,0.8273,0.8273,0.787737,62.17749
379,3.75,71.75,245,caught,0.8269,0.8269,2.793718,56.295017
380,-29.9,78.1,118,caught,0.8265,0.8265,1.143599,33.869579
381,-28.7,74.3,194,caught,0.8261,0.8261,0.757003,35.135937
382,-15.25,77.75,125,caught,0.8257,0.8257,0.750875,41.538746
383,-8.75,79.25,95,caught,0.8253,0.8253,0.62314,24.55883
384,-32.05,75.95,161,caught,0.8249,0.8249,0.791035,12.564174
385,-3.5,69.5,290,caught,0.8244,0.8244,0.853067,5.92515
