episode,pacman_reward,ghost_reward,steps,result,epsilon_pacman,epsilon_ghost,loss_pacman,loss_ghost
54,-22.4,75.6,168,caught,0.9729,0.9729,1.496338,5.82164
55,-23.65,79.35,93,caught,0.9724,0.9724,0.45471,13.689009
56,-3.0,-27.0,600,timeout,0.9719,0.9719,0.427737,13.841241
57,-7.55,80.45,71,caught,0.9714,0.9714,0.476324,29.698574
58,-17.0,-23.0,600,timeout,0.9709,0.9709,0.260186,0.717651
59,-26.0,82.0,40,caught,0.9704,0.9704,0.647018,8.459634
60,0.75,73.75,205,caught,0.97,0.97,0.407424,13.907429
61,-10.8,67.2,336,caught,0.9695,0.9695,0.292845,9.717935
62,-19.65,78.35,113,caught,0.969,0.969,0.340311,4.305578
63,3.5,-23.5,600,timeout,0.9685,0.9685,0.400627,13.794092
64,-0.5,-24.5,600,timeout,0.968,0.968,0.395489,4.438796
65,-23.55,79.45,91,caught,0.9675,0.9675,0.32926,1.528811
66,-19.3,78.7,106,caught,0.967,0.967,0.396236,10.964407
67,-1.0,-29.0,600,timeout,0.9666,0.9666,0.487016,8.180393
68,1.5,-26.5,600,timeout,0.9661,0.9661,0.479073,1.701908
69,-28.9,59.1,498,caught,0.9656,0.9656,0.329408,8.90527
70,-28.95,54.05,599,caught,0.9651,0.9651,0.328165,0.527659
71,26.0,-26.0,600,cleared,0.9646,0.9646,0.411354,1.302689
72,-8.1,74.9,182,caught,0.9641,0.9641,0.415775,21.639669
73,15.0,-25.0,600,cleared,0.9637,0.9637,0.589198,7.832026
74,14.0,-24.0,600,cleared,0.9632,0.9632,1.024482,0.764454
75,-17.25,75.75,165,caught,0.9627,0.9627,0.508116,19.702528
76,-19.9,78.1,118,caught,0.9622,0.9622,0.701656,10.926978
77,-23.1,79.9,82,caught,0.9617,0.9617,0.637507,6.037708
78,0.5,-25.5,600,timeout,0.9613,0.9613,0.50939,17.134962
79,-33.15,74.85,183,caught,0.9608,0.9608,0.45248,6.689132
80,-4.5,-25.5,600,timeout,0.9603,0.9603,0.555463,32.18639
81,-25.95,82.05,39,caught,0.9598,0.9598,0.9359,4.015955
82,-4.4,68.6,308,caught,0.9593,0.9593,4.184685,14.191408
83,12.5,-22.5,600,cleared,0.9589,0.9589,0.465329,1.376814
84,-26.85,76.15,157,caught,0.9584,0.9584,0.581061,1.793703
85,-9.3,73.7,206,caught,0.9579,0.9579,2.836162,25.247532
86,-10.4,67.6,328,caught,0.9574,0.9574,0.389508,7.342137
87,3.65,76.65,147,caught,0.9569,0.9569,0.419206,29.346392
88,8.9,56.9,542,caught,0.9565,0.9565,0.504818,15.947466
89,-34.8,68.2,316,caught,0.956,0.956,0.457805,7.722756
90,-20.5,-24.5,600,timeout,0.9555,0.9555,0.362702,23.524246
91,-24.95,78.05,119,caught,0.955,0.955,1.346319,16.253677
92,-25.8,62.2,436,caught,0.9546,0.9546,0.498131,9.619935
93,-25.9,72.1,238,caught,0.9541,0.9541,0.426524,4.113783
94,26.5,-26.5,600,cleared,0.9536,0.9536,0.534414,9.165777
95,5.8,78.8,104,caught,0.9531,0.9531,0.391024,17.339632
96,-8.5,74.5,190,caught,0.9526,0.9526,0.544041,1.752068
97,-2.85,80.15,77,caught,0.9522,0.9522,0.56527,25.983223
98,-6.5,-23.5,600,timeout,0.9517,0.9517,0.426872,3.027329
99,-23.5,69.5,290,caught,0.9512,0.9512,0.520438,14.768981
100,15.5,-25.5,600,cleared,0.9507,0.9507,0.360039,82.906143
101,-24.55,78.45,111,caught,0.9503,0.9503,0.539332,5.171229
102,-15.15,72.85,223,caught,0.9498,0.9498,0.625283,6.149498
103,-32.15,70.85,263,caught,0.9493,0.9493,0.530362,12.622576
104,5.5,-25.5,600,timeout,0.9488,0.9488,0.60692,20.432337
105,-28.0,70.0,280,caught,0.9484,0.9484,0.606584,2.23233
106,-14.5,78.5,110,caught,0.9479,0.9479,0.519226,10.344772
107,9.5,-24.5,600,timeout,0.9474,0.9474,0.583253,4.603682
108,9.0,-24.0,600,timeout,0.9469,0.9469,0.932086,13.178445
109,-26.5,76.5,150,caught,0.9465,0.9465,2.379569,2.524791
110,-29.0,74.0,200,caught,0.946,0.946,0.652665,12.303934
111,-18.5,64.5,390,caught,0.9455,0.9455,0.595333,49.376247
112,10.0,-25.0,600,timeout,0.9451,0.9451,0.506598,25.582699
113,-4.2,68.8,304,caught,0.9446,0.9446,1.91056,8.375661
114,10.5,-25.5,600,cleared,0.9441,0.9441,0.399375,2.806074
115,-15.0,63.0,420,caught,0.9436,0.9436,0.502356,30.312304
116,-22.2,60.8,464,caught,0.9432,0.9432,0.558487,46.630386
117,-7.0,-23.0,600,timeout,0.9427,0.9427,1.74606,14.86521
118,-8.65,69.35,293,caught,0.9422,0.9422,0.637612,49.172405
119,-22.85,75.15,177,caught,0.9418,0.9418,0.601947,1.591964
120,-12.9,70.1,278,caught,0.9413,0.9413,0.665809,6.111632
121,6.5,74.5,190,caught,0.9408,0.9408,0.502939,4.035116
122,-7.45,65.55,369,caught,0.9403,0.9403,0.516216,17.107983
123,-6.0,-24.0,600,timeout,0.9399,0.9399,0.465465,1.803264
124,-18.7,64.3,394,caught,0.9394,0.9394,0.557148,6.161448
125,-23.5,79.5,90,caught,0.9389,0.9389,1.606863,2.781912
126,9.0,-24.0,600,timeout,0.9385,0.9385,0.463294,3.278366
127,-21.7,81.3,54,caught,0.938,0.938,1.577481,10.683057
128,9.5,-24.5,600,timeout,0.9375,0.9375,0.509602,3.088367
129,-9.7,78.3,114,caught,0.9371,0.9371,0.825299,43.23399
130,-21.65,76.35,153,caught,0.9366,0.9366,0.708205,6.093999
131,-25.2,77.8,124,caught,0.9361,0.9361,0.825888,11.384131
132,-4.65,73.35,213,caught,0.9356,0.9356,0.48536,6.711526
133,-34.6,63.4,412,caught,0.9352,0.9352,0.785198,8.542669
134,-18.85,79.15,97,caught,0.9347,0.9347,0.530255,5.221216
135,-23.2,74.8,184,caught,0.9342,0.9342,0.723108,7.106961
136,-7.55,60.45,471,caught,0.9338,0.9338,0.746215,39.034794
137,-20.85,77.15,137,caught,0.9333,0.9333,0.495848,24.060455
138,-10.8,77.2,136,caught,0.9328,0.9328,0.878448,35.64917
139,-32.55,80.45,71,caught,0.9324,0.9324,0.598626,18.687809
140,-35.6,67.4,332,caught,0.9319,0.9319,0.719488,21.800264
141,-12.0,76.0,160,caught,0.9314,0.9314,3.933287,2.94651
142,-16.15,81.85,43,caught,0.931,0.931,0.981007,33.67461
143,16.5,-26.5,600,cleared,0.9305,0.9305,0.663715,14.92527
144,-2.5,60.5,470,caught,0.93,0.93,0.429246,20.066296
145,16.0,-26.0,600,cleared,0.9296,0.9296,0.831642,35.023972
146,-24.15,58.85,503,caught,0.9291,0.9291,0.587599,24.287645
147,-12.75,80.25,75,caught,0.9287,0.9287,0.838265,38.00491
148,-21.2,66.8,344,caught,0.9282,0.9282,0.87301,21.013123
149,13.0,-23.0,600,cleared,0.9277,0.9277,0.740195,42.462002
150,-14.95,78.05,119,caught,0.9273,0.9273,0.44522,2.473486
151,-13.35,79.65,87,caught,0.9268,0.9268,0.854022,14.254914
152,-27.2,80.8,64,caught,0.9263,0.9263,0.735598,86.52507
153,1.1,59.1,498,caught,0.9259,0.9259,0.748157,4.518533
154,3.6,61.6,448,caught,0.9254,0.9254,1.098142,7.888254
155,-16.3,76.7,146,caught,0.9249,0.9249,1.220864,9.888622
156,-21.85,56.15,557,caught,0.9245,0.9245,0.678611,4.260617
157,-16.35,76.65,147,caught,0.924,0.924,0.837878,3.721403
158,-24.9,78.1,118,caught,0.9236,0.9236,0.784419,15.314341
159,-17.95,80.05,79,caught,0.9231,0.9231,4.097294,58.518131
160,-25.35,72.65,227,caught,0.9226,0.9226,2.179667,18.251959
161,24.5,-24.5,600,cleared,0.9222,0.9222,0.596777,15.282399
162,-12.85,80.15,77,caught,0.9217,0.9217,2.228092,4.216875
163,-28.3,74.7,186,caught,0.9213,0.9213,0.658236,61.73698
164,14.0,-24.0,600,cleared,0.9208,0.9208,0.925975,10.91481
165,-11.15,81.85,43,caught,0.9203,0.9203,2.155495,12.292539
166,-24.35,68.65,307,caught,0.9199,0.9199,0.799108,49.468384
167,-26.4,56.6,548,caught,0.9194,0.9194,2.854826,18.809809
168,-31.65,81.35,53,caught,0.919,0.919,0.670592,16.42091
169,-28.1,69.9,282,caught,0.9185,0.9185,0.644242,5.803678
170,-17.9,80.1,78,caught,0.918,0.918,0.663319,6.150581
171,4.95,62.95,421,caught,0.9176,0.9176,0.765481,11.355239
172,-11.95,66.05,359,caught,0.9171,0.9171,0.775437,31.233097
173,-17.75,80.25,75,caught,0.9167,0.9167,0.84497,15.767511
174,-14.9,73.1,218,caught,0.9162,0.9162,6.223358,5.930092
175,0.2,63.2,416,caught,0.9157,0.9157,0.6558,10.116711
176,20.55,68.55,309,caught,0.9153,0.9153,0.585995,27.191879
177,-5.55,72.45,231,caught,0.9148,0.9148,0.784491,56.674278
178,-12.9,75.1,178,caught,0.9144,0.9144,0.635636,19.696495
179,10.0,-25.0,600,timeout,0.9139,0.9139,0.816351,10.263793
180,5.0,-25.0,600,timeout,0.9135,0.9135,0.60316,36.855721
181,5.0,-25.0,600,timeout,0.913,0.913,0.704177,6.60384
182,21.0,-26.0,600,cleared,0.9125,0.9125,0.6541,1.375239
183,9.0,-24.0,600,timeout,0.9121,0.9121,1.189847,9.890974
184,3.5,-28.5,600,timeout,0.9116,0.9116,0.779895,18.152208
185,-28.65,79.35,93,caught,0.9112,0.9112,0.863863,11.214645
186,-16.45,81.55,49,caught,0.9107,0.9107,2.739803,6.455538
187,-9.3,73.7,206,caught,0.9103,0.9103,0.907863,4.37361
188,-12.0,81.0,60,caught,0.9098,0.9098,0.594481,9.99424
189,-32.55,75.45,171,caught,0.9094,0.9094,1.220631,6.370822
190,-9.65,73.35,213,caught,0.9089,0.9089,0.943188,5.801712
191,1.9,69.9,282,caught,0.9084,0.9084,1.777764,2.974554
192,31.5,-26.5,600,cleared,0.908,0.908,1.051782,46.162514
193,4.4,72.4,232,caught,0.9075,0.9075,0.684772,16.866762
194,5.8,58.8,504,caught,0.9071,0.9071,0.95717,45.420166
195,5.3,63.3,414,caught,0.9066,0.9066,3.466825,2.743538
196,-20.4,82.6,28,caught,0.9062,0.9062,1.251363,22.008167
197,-8.95,79.05,99,caught,0.9057,0.9057,0.483777,34.19725
198,-23.6,74.4,192,caught,0.9053,0.9053,0.637732,39.015537
199,-34.75,78.25,115,caught,0.9048,0.9048,0.778031,1.501114
200,21.0,-26.0,600,cleared,0.9044,0.9044,0.650998,41.495411
201,-21.6,71.4,252,caught,0.9039,0.9039,0.86307,48.21246
202,-29.15,68.85,303,caught,0.9035,0.9035,0.729644,39.811264
203,-36.15,76.85,143,caught,0.903,0.903,0.595541,3.394517
204,15.0,-25.0,600,cleared,0.9026,0.9026,0.703223,11.618531
205,1.6,54.6,588,caught,0.9021,0.9021,1.072792,47.290607
206,-9.5,-25.5,600,timeout,0.9017,0.9017,0.631191,13.986714
207,-15.3,72.7,226,caught,0.9012,0.9012,0.526705,55.006104
208,-25.8,82.2,36,caught,0.9008,0.9008,0.620766,11.195827
209,-29.85,58.15,517,caught,0.9003,0.9003,1.29682,26.245565
210,29.5,-24.5,600,cleared,0.8999,0.8999,0.709077,37.774899
211,9.5,-24.5,600,timeout,0.8994,0.8994,0.997551,22.576984
212,21.0,-26.0,600,cleared,0.899,0.899,1.325454,3.868191
213,2.5,-22.5,600,timeout,0.8985,0.8985,0.619552,19.959558
214,4.75,72.75,225,caught,0.8981,0.8981,1.079005,37.4426
215,-24.75,73.25,215,caught,0.8976,0.8976,3.382671,23.258057
216,-18.35,59.65,487,caught,0.8972,0.8972,0.477292,12.990263
217,-22.1,70.9,262,caught,0.8967,0.8967,0.708707,27.908716
218,-5.5,-24.5,600,timeout,0.8963,0.8963,3.401036,33.420132
219,-10.95,77.05,139,caught,0.8958,0.8958,0.743067,17.685961
220,-14.3,63.7,406,caught,0.8954,0.8954,0.620237,13.969987
221,-8.65,79.35,93,caught,0.8949,0.8949,0.758448,1.65793
222,-8.95,54.05,599,caught,0.8945,0.8945,0.870598,3.760612
223,32.5,-22.5,600,cleared,0.894,0.894,0.875172,25.59779
224,3.0,-28.0,600,timeout,0.8936,0.8936,0.814837,20.180225
225,-21.55,76.45,151,caught,0.8931,0.8931,0.616736,1.949114
226,29.0,-24.0,600,cleared,0.8927,0.8927,0.978888,37.672546
227,-25.85,77.15,137,caught,0.8922,0.8922,0.559542,26.021854
228,-18.9,74.1,198,caught,0.8918,0.8918,1.065124,20.824236
229,-12.4,65.6,368,caught,0.8913,0.8913,0.661995,41.75457
230,-13.45,74.55,189,caught,0.8909,0.8909,0.584971,24.087921
231,8.5,-23.5,600,timeout,0.8904,0.8904,0.749291,44.694885
232,-19.4,73.6,208,caught,0.89,0.89,0.840657,40.837776
233,8.5,-23.5,600,timeout,0.8896,0.8896,2.544251,48.800434
234,4.5,-24.5,600,timeout,0.8891,0.8891,0.819801,14.226727
235,-19.15,63.85,403,caught,0.8887,0.8887,0.665685,92.598343
236,20.0,-25.0,600,cleared,0.8882,0.8882,0.674188,11.528247
237,-16.75,81.25,55,caught,0.8878,0.8878,0.885502,14.149572
238,-14.45,78.55,109,caught,0.8873,0.8873,2.396912,94.196609
239,17.0,-22.0,600,cleared,0.8869,0.8869,1.121311,9.21403
240,-7.35,70.65,267,caught,0.8865,0.8865,0.665385,15.13494
241,8.0,-23.0,600,timeout,0.886,0.886,0.564579,44.144329
242,-24.65,63.35,413,caught,0.8856,0.8856,1.12661,65.79184
243,-21.9,66.1,358,caught,0.8851,0.8851,0.664985,28.407225
244,-11.75,61.25,455,caught,0.8847,0.8847,0.677727,8.23548
245,-14.95,73.05,219,caught,0.8842,0.8842,0.596585,25.786821
246,118.3,-18.7,504,cleared,0.8838,0.8838,0.866173,3.313218
247,-25.15,62.85,423,caught,0.8834,0.8834,2.383646,8.901083
248,-12.15,70.85,263,caught,0.8829,0.8829,0.615279,29.084707
249,-31.65,71.35,253,caught,0.8825,0.8825,0.711528,17.136215
250,7.15,70.15,277,caught,0.882,0.882,0.905572,19.95051
251,14.5,-24.5,600,cleared,0.8816,0.8816,1.132631,58.67593
252,-21.3,71.7,246,caught,0.8811,0.8811,0.655093,14.503033
253,-2.95,75.05,179,caught,0.8807,0.8807,0.675165,46.350048
254,-17.2,75.8,164,caught,0.8803,0.8803,0.512292,44.143715
255,-25.7,67.3,334,caught,0.8798,0.8798,0.932558,20.029169
256,-28.75,79.25,95,caught,0.8794,0.8794,2.511385,5.273234
257,10.5,-25.5,600,cleared,0.8789,0.8789,0.542491,19.867634
258,-2.45,60.55,469,caught,0.8785,0.8785,0.641919,3.923357
259,-1.85,76.15,157,caught,0.8781,0.8781,0.583896,7.889751
260,-8.65,69.35,293,caught,0.8776,0.8776,0.686962,66.760429
261,6.1,74.1,198,caught,0.8772,0.8772,7.940062,30.767458
262,-5.2,72.8,224,caught,0.8768,0.8768,2.730262,6.432133
263,24.5,-24.5,600,cleared,0.8763,0.8763,0.59916,13.635203
264,-16.6,76.4,152,caught,0.8759,0.8759,6.5354,30.146767
265,-12.35,80.65,67,caught,0.8754,0.8754,0.874887,40.204685
266,-22.5,80.5,70,caught,0.875,0.875,0.851568,22.082615
267,-3.0,75.0,180,caught,0.8746,0.8746,0.855253,11.310263
268,-1.9,66.1,358,caught,0.8741,0.8741,0.85843,15.354191
269,-2.3,65.7,366,caught,0.8737,0.8737,0.67791,18.674576
270,-18.9,64.1,398,caught,0.8732,0.8732,0.963343,33.276649
271,24.0,-24.0,600,cleared,0.8728,0.8728,0.654671,34.812859
272,8.5,-23.5,600,timeout,0.8724,0.8724,0.858703,19.682165
273,-21.85,76.15,157,caught,0.8719,0.8719,0.932196,50.655125
274,-9.05,63.95,401,caught,0.8715,0.8715,0.959417,23.678272
275,-31.8,76.2,156,caught,0.8711,0.8711,0.680273,1.975108
276,-10.4,62.6,428,caught,0.8706,0.8706,0.728012,15.121799
277,-19.45,58.55,509,caught,0.8702,0.8702,1.16564,8.752406
278,9.5,-24.5,600,timeout,0.8698,0.8698,0.621537,22.077538
279,9.5,-29.5,600,timeout,0.8693,0.8693,0.666104,2.121234
280,-13.65,69.35,293,caught,0.8689,0.8689,0.954355,14.060531
281,-22.85,75.15,177,caught,0.8685,0.8685,0.769363,10.649212
282,-6.25,71.75,245,caught,0.868,0.868,0.598951,2.32547
283,6.8,74.8,184,caught,0.8676,0.8676,0.732107,20.039911
284,-17.0,81.0,60,caught,0.8672,0.8672,0.592601,21.60331
285,-21.95,56.05,559,caught,0.8667,0.8667,1.059513,17.542431
286,-30.85,57.15,537,caught,0.8663,0.8663,0.446783,43.313152
287,-14.85,73.15,217,caught,0.8659,0.8659,0.642172,22.439674
288,-3.55,74.45,191,caught,0.8654,0.8654,0.637439,22.51618
289,-7.6,80.4,72,caught,0.865,0.865,2.337815,14.631205
290,-2.7,80.3,74,caught,0.8646,0.8646,0.940578,32.27322
291,1.9,69.9,282,caught,0.8641,0.8641,0.665184,6.539362
292,7.0,-22.0,600,timeout,0.8637,0.8637,0.689704,57.135857
293,-24.4,78.6,108,caught,0.8633,0.8633,2.609409,4.267622
294,-14.25,78.75,105,caught,0.8628,0.8628,0.638687,18.834631
295,-2.5,-27.5,600,timeout,0.8624,0.8624,0.718734,12.985596
296,-1.5,76.5,150,caught,0.862,0.862,0.784854,72.763115
297,-32.55,80.45,71,caught,0.8615,0.8615,0.701912,6.450701
298,1.95,59.95,481,caught,0.8611,0.8611,0.870848,12.245162
299,-27.5,80.5,70,caught,0.8607,0.8607,0.681698,24.326601
300,-25.75,77.25,135,caught,0.8602,0.8602,2.13131,16.271498
301,-27.65,80.35,73,caught,0.8598,0.8598,0.746567,35.849888
302,-26.6,81.4,52,caught,0.8594,0.8594,4.068541,24.94957
303,-8.05,79.95,81,caught,0.859,0.859,0.620154,30.129957
304,-17.3,75.7,166,caught,0.8585,0.8585,0.529949,3.593614
305,-2.75,65.25,375,caught,0.8581,0.8581,1.385713,63.924496
306,-10.25,77.75,125,caught,0.8577,0.8577,0.518228,19.648449
307,-2.0,-23.0,600,timeout,0.8572,0.8572,0.802415,25.32534
308,-14.55,73.45,211,caught,0.8568,0.8568,0.593208,13.352505
309,-0.45,62.55,429,caught,0.8564,0.8564,0.63641,32.999161
310,-9.1,58.9,502,caught,0.856,0.856,2.526541,37.491428
311,-13.2,79.8,84,caught,0.8555,0.8555,0.771714,20.783506
312,1.0,-26.0,600,timeout,0.8551,0.8551,2.485793,13.853825
313,-33.85,74.15,197,caught,0.8547,0.8547,2.792211,64.123695
314,-7.6,75.4,172,caught,0.8542,0.8542,0.577472,10.394928
315,23.0,-23.0,600,cleared,0.8538,0.8538,0.581761,28.059399
316,-7.35,80.65,67,caught,0.8534,0.8534,0.593562,3.022149
317,15.5,-25.5,600,cleared,0.853,0.853,0.574855,48.111549
318,-5.5,-24.5,600,timeout,0.8525,0.8525,1.237543,6.446505
319,-4.0,-26.0,600,timeout,0.8521,0.8521,1.318677,25.977833
320,18.0,-23.0,600,cleared,0.8517,0.8517,0.923171,31.902775
321,-11.6,71.4,252,caught,0.8513,0.8513,0.551233,27.40703
322,-16.35,81.65,47,caught,0.8508,0.8508,0.872395,7.921231
323,-11.1,56.9,542,caught,0.8504,0.8504,0.69722,7.911104
324,5.05,68.05,319,caught,0.85,0.85,0.831464,11.295294
325,15.5,-25.5,600,cleared,0.8496,0.8496,0.580953,30.825203
326,-6.35,76.65,147,caught,0.8491,0.8491,0.582638,70.869652
327,7.5,-22.5,600,timeout,0.8487,0.8487,0.736176,6.411942
328,-3.0,-27.0,600,timeout,0.8483,0.8483,1.000671,32.416016
329,15.5,-25.5,600,cleared,0.8479,0.8479,2.409155,60.080887
330,22.0,-27.0,600,cleared,0.8474,0.8474,0.628064,36.705147
331,-0.5,77.5,130,caught,0.847,0.847,0.795233,13.254538
332,3.0,-28.0,600,timeout,0.8466,0.8466,0.557649,16.557112
333,118.85,-18.15,493,cleared,0.8462,0.8462,0.578871,64.621735
334,-0.5,67.5,330,caught,0.8457,0.8457,0.520363,70.722183
335,-12.95,60.05,479,caught,0.8453,0.8453,0.494356,27.206409
336,3.5,-23.5,600,timeout,0.8449,0.8449,0.618972,1.907117
337,3.4,81.4,52,caught,0.8445,0.8445,2.028313,8.789805
338,-14.55,78.45,111,caught,0.8441,0.8441,0.562828,27.689592
339,-0.9,77.1,138,caught,0.8436,0.8436,0.619331,59.88435
340,-39.85,73.15,217,caught,0.8432,0.8432,0.815895,50.064022
341,-11.0,82.0,40,caught,0.8428,0.8428,0.357138,22.054203
342,1.3,79.3,94,caught,0.8424,0.8424,0.746917,36.064266
343,32.5,-27.5,600,cleared,0.8419,0.8419,0.49112,7.382919
344,-2.85,65.15,377,caught,0.8415,0.8415,4.828752,1.879792
345,-7.15,60.85,463,caught,0.8411,0.8411,0.561231,17.61698
346,-2.0,81.0,60,caught,0.8407,0.8407,0.763338,2.718679
347,-13.5,79.5,90,caught,0.8403,0.8403,0.702575,32.963898
348,35.0,-25.0,600,cleared,0.8398,0.8398,0.671313,22.207315
349,9.5,-24.5,600,timeout,0.8394,0.8394,0.80975,3.034815
350,2.75,80.75,65,caught,0.839,0.839,2.717666,39.821899
351,16.0,64.0,400,caught,0.8386,0.8386,0.649161,22.507412
352,-22.5,80.5,70,caught,0.8382,0.8382,0.629551,18.263952
353,33.0,-23.0,600,cleared,0.8377,0.8377,0.781551,22.608896
354,16.0,-26.0,600,cleared,0.8373,0.8373,0.587408,18.123554
355,-15.4,77.6,128,caught,0.8369,0.8369,0.854805,52.194416
356,-1.5,76.5,150,caught,0.8365,0.8365,0.461982,12.401875
357,5.55,78.55,109,caught,0.8361,0.8361,0.70462,21.724726
358,-17.15,80.85,63,caught,0.8357,0.8357,0.706191,2.557905
359,1.05,74.05,199,caught,0.8352,0.8352,0.566536,7.647634
360,29.0,-24.0,600,cleared,0.8348,0.8348,0.51104,1.804481
361,10.5,-25.5,600,cleared,0.8344,0.8344,0.751266,44.365936
362,10.5,-25.5,600,cleared,0.834,0.834,0.686001,3.204847
363,-10.6,77.4,132,caught,0.8336,0.8336,0.674401,26.813007
364,31.0,-26.0,600,cleared,0.8331,0.8331,4.209858,6.43608
365,0.25,58.25,515,caught,0.8327,0.8327,0.674277,20.886211
366,1.0,-26.0,600,timeout,0.8323,0.8323,0.531,16.866467
367,-23.4,64.6,388,caught,0.8319,0.8319,0.750688,27.870741
368,8.5,-23.5,600,timeout,0.8315,0.8315,0.962164,79.304703
369,5.75,58.75,505,caught,0.8311,0.8311,0.591821,19.91386
370,20.0,-25.0,600,cleared,0.8307,0.8307,0.56279,8.939353
371,22.5,-27.5,600,cleared,0.8302,0.8302,0.452299,46.02927
372,-6.9,71.1,258,caught,0.8298,0.8298,0.666942,4.269333
373,25.0,-25.0,600,cleared,0.8294,0.8294,0.826149,28.490391
374,22.5,-27.5,600,cleared,0.829,0.829,0.637442,4.01964
375,34.0,-24.0,600,cleared,0.8286,0.8286,0.676601,6.843372
376,10.0,-25.0,600,timeout,0.8282,0.8282,0.646988,21.068052
377,-8.7,79.3,94,caught,0.8277,0.8277,0.65274,5.573195
378,-31.45,71.55,249,caught,0.8273,0.8273,0.934183,2.661443
379,34.0,-24.0,600,cleared,0.8269,0.8269,0.469375,13.009098
380,2.4,70.4,272,caught,0.8265,0.8265,0.521892,37.604488
381,0.5,73.5,210,caught,0.8261,0.8261,0.470827,33.707451
382,8.8,66.8,344,caught,0.8257,0.8257,0.617421,18.269054
383,-22.55,80.45,71,caught,0.8253,0.8253,0.577723,38.665138
384,-24.85,68.15,317,caught,0.8249,0.8249,0.941772,28.920128
